date,slot,slot_order,ticker,score,vol_pace,last,price_at_cutoff,daily_return,closing_strength,afternoon_power,first_seen_slot,last_seen_slot,time_seen_count,persist_count,is_latest_for_ticker,source_file
2025-08-27,0930,1,AADI.JK,119.63393702590108,3.1571072319202,7050.0,7050.0,0.010752688172043,0.010752688172043,119.63393702590108,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,0930,1,ADRO.JK,127.10479770339671,18.204152298645,1850.0,1850.0,0.0481586402266289,0.0481586402266289,127.10479770339671,0930,1415,2,2,0,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1130,2,BREN.JK,108.17355705030856,2.0206804230757487,9575.0,9575.0,0.072829131652661,0.072829131652661,108.17355705030856,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1130,2,CBDK.JK,163.66546203066767,6.224502912231372,6850.0,6850.0,0.0498084291187739,0.0498084291187739,163.66546203066767,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1130,2,CBUT.JK,156.36210811974763,43.36,1700.0,1700.0,0.0725552050473186,0.0725552050473186,156.36210811974763,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1130,2,DATA.JK,107.04999834082092,3.757994243024988,4710.0,4710.0,0.2362204724409449,0.2362204724409449,107.04999834082092,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1130,2,DUTI.JK,142.91286842427328,10.8125,3350.0,3350.0,0.0501567398119122,0.0501567398119122,142.91286842427328,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1130,2,KONI.JK,150.247726547159,43.88235294117647,1560.0,1560.0,0.2430278884462151,0.2430278884462151,150.247726547159,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,0930,1,MASB.JK,154.30329306795954,13.555555555555555,3320.0,3320.0,0.0310559006211179,0.0310559006211179,154.30329306795954,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1130,2,PANI.JK,158.41818414144552,2.591778634170052,15350.0,15350.0,0.0165562913907284,0.0165562913907284,158.41818414144552,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,0930,1,SHIP.JK,269.70211728423743,42.66666666666666,5100.0,5100.0,0.0991379310344826,0.0991379310344826,269.70211728423743,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,0930,1,SMMT.JK,139.84260724034456,65.81666666666666,1265.0,1265.0,0.1396396396396395,0.1396396396396395,139.84260724034456,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1130,2,SURE.JK,124.56062511630456,8.042553191489361,3200.0,3200.0,0.0596026490066226,0.0596026490066226,124.56062511630456,0930,1415,3,3,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,0930,1,UNTR.JK,165.0803180857436,1.8377659574468088,25050.0,25050.0,0.0131445904954499,0.0131445904954499,165.0803180857436,0930,0930,1,1,1,bpjs_rekomendasi_2025-08-27_0930.csv
2025-08-27,1130,2,WIFI.JK,101.0748924421748,5.291792358441597,3020.0,3020.0,0.0633802816901407,0.0633802816901407,101.0748924421748,1130,1415,2,2,0,bpjs_rekomendasi_2025-08-27_1130.csv
2025-08-27,1130,2,YULE.JK,112.63337169805564,7.5,2770.0,2770.0,0.0183823529411764,0.0183823529411764,112.63337169805564,1130,1130,1,1,1,bpjs_rekomendasi_2025-08-27_1130.csv
